172.20.1.164,172.20.2.148,172.20.2.151,172.20.1.170,172.20.2.149,172.20.1.165,172.20.1.171,172.20.2.152,172.20.1.166,172.20.1.172,172.20.2.153,172.20.1.168,172.20.2.154,172.20.1.173,172.20.1.167,172.20.2.150,172.20.2.155,172.20.1.169,label,target
90.0,74.0,99.0,364.0,166.0,133.0,235.0,214.0,61.0,1816.0,1196.0,45.0,374.0,437.0,181.0,168.0,163.0,72.0,0,
90.0,67.0,88.0,312.0,223.0,145.0,221.0,183.0,38.0,1643.0,993.0,52.0,329.0,392.0,145.0,138.0,141.0,71.0,0,
73.0,81.0,93.0,348.0,145.0,128.0,214.0,182.0,53.0,1628.0,1134.0,23.0,375.0,408.0,162.0,165.0,171.0,79.0,0,
90.0,59.0,95.0,339.0,195.0,134.0,231.0,204.0,54.0,1730.0,1027.0,29.0,344.0,392.0,169.0,162.0,148.0,76.0,0,
88.0,60.0,91.0,331.0,158.0,165.0,252.0,212.0,58.0,1734.0,1021.0,52.0,366.0,391.0,174.0,148.0,153.0,89.0,0,
84.0,70.0,86.0,295.0,127.0,125.0,221.0,187.0,43.0,1637.0,1027.0,46.0,361.0,429.0,163.0,161.0,146.0,63.0,0,
73.0,65.0,101.0,339.0,127.0,171.0,246.0,178.0,42.0,1779.0,1108.0,53.0,369.0,393.0,158.0,161.0,151.0,95.0,0,
91.0,65.0,100.0,349.0,89.0,132.0,211.0,227.0,64.0,1964.0,1114.0,61.0,412.0,445.0,185.0,164.0,169.0,80.0,0,
79.0,56.0,100.0,331.0,111.0,186.0,255.0,239.0,53.0,2087.0,1076.0,42.0,431.0,466.0,164.0,165.0,163.0,79.0,0,
82.0,61.0,104.0,366.0,150.0,105.0,199.0,212.0,45.0,1940.0,1133.0,40.0,417.0,447.0,188.0,170.0,158.0,96.0,0,
82.0,61.0,104.0,339.0,150.0,163.0,258.0,216.0,65.0,1853.0,1131.0,46.0,385.0,424.0,162.0,150.0,153.0,82.0,0,
92.0,84.0,87.0,342.0,111.0,99.0,259.0,164.0,44.0,1671.0,1085.0,52.0,355.0,433.0,174.0,165.0,155.0,82.0,0,
90.0,65.0,104.0,366.0,198.0,143.0,224.0,235.0,47.0,1828.0,1118.0,72.0,370.0,431.0,171.0,159.0,170.0,75.0,0,
83.0,78.0,82.0,309.0,195.0,174.0,196.0,210.0,47.0,1658.0,1049.0,39.0,376.0,401.0,171.0,158.0,147.0,61.0,0,
98.0,68.0,80.0,341.0,115.0,116.0,232.0,222.0,75.0,1869.0,1081.0,39.0,365.0,401.0,151.0,160.0,156.0,68.0,0,
78.0,84.0,96.0,371.0,135.0,155.0,222.0,208.0,62.0,1869.0,1164.0,59.0,365.0,401.0,181.0,177.0,165.0,77.0,0,
86.0,67.0,88.0,355.0,213.0,171.0,250.0,235.0,55.0,1837.0,1182.0,54.0,388.0,419.0,163.0,154.0,172.0,101.0,0,
91.0,75.0,88.0,322.0,212.0,103.0,215.0,188.0,64.0,1737.0,1092.0,54.0,422.0,409.0,169.0,167.0,160.0,89.0,0,
82.0,66.0,97.0,347.0,186.0,128.0,247.0,209.0,43.0,1866.0,1189.0,50.0,384.0,433.0,181.0,168.0,177.0,85.0,0,
73.0,78.0,101.0,336.0,189.0,128.0,215.0,193.0,43.0,1754.0,1098.0,51.0,385.0,408.0,173.0,167.0,149.0,81.0,0,
91.0,75.0,80.0,387.0,215.0,142.0,250.0,180.0,65.0,1814.0,1259.0,42.0,397.0,474.0,194.0,162.0,170.0,75.0,0,
88.0,74.0,80.0,352.0,176.0,138.0,261.0,196.0,52.0,1758.0,1260.0,55.0,370.0,487.0,170.0,152.0,141.0,96.0,0,
90.0,61.0,100.0,360.0,146.0,107.0,239.0,194.0,52.0,1786.0,1196.0,39.0,395.0,469.0,179.0,172.0,147.0,73.0,0,
100.0,71.0,100.0,366.0,206.0,131.0,239.0,206.0,53.0,1910.0,1245.0,70.0,416.0,465.0,184.0,177.0,169.0,103.0,0,
92.0,83.0,99.0,358.0,222.0,153.0,224.0,183.0,70.0,1729.0,1211.0,47.0,378.0,460.0,190.0,154.0,149.0,63.0,0,
94.0,69.0,85.0,358.0,166.0,187.0,228.0,225.0,54.0,1729.0,1065.0,46.0,428.0,430.0,175.0,183.0,156.0,71.0,0,
94.0,66.0,102.0,403.0,210.0,187.0,282.0,221.0,29.0,1951.0,1065.0,57.0,424.0,430.0,203.0,185.0,174.0,85.0,0,
83.0,90.0,103.0,318.0,141.0,136.0,233.0,195.0,35.0,1606.0,1126.0,52.0,375.0,434.0,169.0,158.0,145.0,64.0,0,
87.0,79.0,91.0,391.0,238.0,156.0,237.0,227.0,55.0,1890.0,1210.0,43.0,408.0,468.0,195.0,179.0,170.0,99.0,0,
91.0,86.0,83.0,360.0,152.0,172.0,256.0,196.0,49.0,1837.0,1233.0,58.0,407.0,471.0,194.0,162.0,146.0,89.0,0,
76.0,72.0,81.0,334.0,176.0,112.0,194.0,190.0,58.0,1703.0,1133.0,61.0,331.0,433.0,162.0,138.0,145.0,92.0,0,
106.0,86.0,96.0,363.0,204.0,144.0,271.0,188.0,55.0,1881.0,1274.0,38.0,419.0,481.0,186.0,138.0,145.0,62.0,0,
86.0,62.0,91.0,392.0,172.0,201.0,267.0,225.0,63.0,1804.0,1325.0,72.0,380.0,508.0,204.0,160.0,163.0,90.0,0,
102.0,60.0,94.0,350.0,192.0,79.0,265.0,231.0,74.0,1903.0,1289.0,55.0,390.0,465.0,187.0,159.0,159.0,89.0,0,
104.0,68.0,88.0,379.0,136.0,129.0,233.0,227.0,57.0,1880.0,1252.0,56.0,411.0,474.0,198.0,176.0,153.0,82.0,0,
96.0,68.0,115.0,330.0,215.0,129.0,282.0,205.0,54.0,1695.0,1287.0,56.0,358.0,455.0,176.0,158.0,140.0,82.0,0,
91.0,74.0,115.0,389.0,215.0,141.0,260.0,228.0,54.0,1888.0,1358.0,57.0,421.0,514.0,176.0,183.0,168.0,105.0,0,
90.0,65.0,88.0,363.0,112.0,88.0,263.0,213.0,35.0,1892.0,1239.0,52.0,428.0,472.0,183.0,179.0,165.0,52.0,0,
100.0,72.0,99.0,409.0,274.0,174.0,259.0,223.0,56.0,1892.0,1208.0,57.0,428.0,491.0,180.0,189.0,187.0,52.0,0,
105.0,71.0,80.0,376.0,114.0,108.0,257.0,193.0,45.0,1799.0,1361.0,44.0,423.0,503.0,209.0,181.0,177.0,71.0,0,
105.0,78.0,98.0,376.0,230.0,108.0,317.0,195.0,66.0,1726.0,1341.0,57.0,383.0,501.0,181.0,166.0,174.0,91.0,0,
74.0,85.0,98.0,369.0,117.0,189.0,241.0,223.0,45.0,1656.0,1279.0,62.0,413.0,470.0,167.0,173.0,170.0,74.0,0,
107.0,67.0,94.0,416.0,197.0,171.0,265.0,186.0,36.0,1842.0,1453.0,60.0,423.0,470.0,167.0,176.0,190.0,87.0,0,
107.0,80.0,92.0,351.0,127.0,95.0,265.0,190.0,53.0,1701.0,1453.0,51.0,395.0,484.0,182.0,177.0,157.0,86.0,0,
89.0,81.0,98.0,361.0,232.0,179.0,266.0,204.0,52.0,1759.0,1461.0,51.0,415.0,502.0,200.0,181.0,175.0,88.0,0,
88.0,81.0,92.0,352.0,232.0,107.0,257.0,182.0,55.0,1727.0,1341.0,63.0,402.0,460.0,173.0,167.0,164.0,76.0,0,
101.0,81.0,91.0,375.0,215.0,126.0,250.0,214.0,52.0,1991.0,1376.0,51.0,408.0,492.0,199.0,168.0,169.0,74.0,0,
94.0,76.0,96.0,384.0,182.0,105.0,284.0,206.0,59.0,1817.0,1457.0,43.0,392.0,531.0,200.0,190.0,167.0,87.0,0,
88.0,69.0,98.0,402.0,194.0,141.0,317.0,178.0,49.0,1752.0,1468.0,54.0,396.0,511.0,204.0,157.0,187.0,97.0,0,
99.0,73.0,88.0,402.0,204.0,172.0,267.0,217.0,48.0,1817.0,1407.0,54.0,404.0,520.0,187.0,175.0,177.0,85.0,0,
89.0,76.0,88.0,385.0,173.0,185.0,318.0,226.0,60.0,1817.0,1415.0,53.0,444.0,539.0,191.0,176.0,176.0,107.0,0,
114.0,72.0,89.0,415.0,208.0,149.0,318.0,238.0,46.0,2033.0,1327.0,68.0,438.0,518.0,217.0,171.0,177.0,77.0,0,
89.0,68.0,88.0,416.0,227.0,172.0,287.0,219.0,50.0,1960.0,1453.0,49.0,427.0,525.0,198.0,190.0,203.0,85.0,0,
87.0,57.0,88.0,415.0,172.0,170.0,298.0,250.0,46.0,2108.0,1463.0,47.0,437.0,533.0,203.0,188.0,191.0,95.0,0,
109.0,72.0,102.0,426.0,164.0,98.0,314.0,190.0,62.0,1997.0,1517.0,53.0,435.0,547.0,218.0,197.0,198.0,67.0,0,
97.0,86.0,101.0,404.0,193.0,135.0,277.0,255.0,33.0,1997.0,1380.0,38.0,464.0,528.0,218.0,186.0,191.0,89.0,0,
89.0,81.0,108.0,445.0,232.0,146.0,320.0,208.0,48.0,1922.0,1453.0,63.0,423.0,549.0,207.0,172.0,199.0,84.0,0,
97.0,71.0,105.0,413.0,188.0,165.0,270.0,236.0,49.0,1954.0,1457.0,49.0,413.0,542.0,207.0,186.0,182.0,73.0,0,
100.0,72.0,109.0,428.0,240.0,171.0,321.0,243.0,72.0,2228.0,1459.0,71.0,445.0,555.0,216.0,189.0,181.0,104.0,0,
85.0,69.0,120.0,412.0,188.0,141.0,276.0,243.0,52.0,2170.0,1441.0,43.0,445.0,540.0,206.0,189.0,194.0,83.0,0,
98.0,73.0,109.0,392.0,188.0,172.0,286.0,244.0,50.0,1828.0,1398.0,50.0,380.0,503.0,199.0,174.0,179.0,75.0,0,
96.0,72.0,109.0,428.0,131.0,139.0,255.0,230.0,51.0,2283.0,1318.0,66.0,380.0,528.0,199.0,203.0,166.0,75.0,0,
100.0,92.0,113.0,412.0,166.0,137.0,289.0,244.0,46.0,2092.0,1433.0,62.0,453.0,528.0,223.0,199.0,197.0,100.0,0,
85.0,62.0,113.0,408.0,158.0,112.0,282.0,232.0,41.0,2104.0,1297.0,50.0,425.0,497.0,187.0,175.0,167.0,86.0,0,
85.0,91.0,100.0,396.0,181.0,147.0,330.0,229.0,45.0,2030.0,1454.0,61.0,463.0,524.0,200.0,196.0,165.0,81.0,0,
97.0,81.0,87.0,396.0,216.0,155.0,281.0,264.0,60.0,2030.0,1435.0,48.0,463.0,571.0,200.0,196.0,193.0,96.0,0,
88.0,69.0,115.0,395.0,220.0,151.0,280.0,214.0,43.0,2115.0,1321.0,39.0,457.0,493.0,196.0,192.0,169.0,89.0,0,
108.0,81.0,104.0,438.0,189.0,169.0,274.0,251.0,48.0,2093.0,1500.0,51.0,463.0,493.0,223.0,181.0,192.0,91.0,0,
104.0,94.0,103.0,404.0,151.0,162.0,311.0,226.0,65.0,2211.0,1318.0,29.0,468.0,489.0,197.0,185.0,180.0,77.0,0,
88.0,96.0,103.0,423.0,143.0,200.0,269.0,226.0,58.0,2211.0,1368.0,47.0,478.0,531.0,230.0,191.0,199.0,86.0,0,
103.0,71.0,99.0,410.0,141.0,135.0,301.0,226.0,49.0,2089.0,1411.0,61.0,462.0,533.0,207.0,170.0,186.0,69.0,0,
110.0,69.0,100.0,450.0,141.0,219.0,316.0,199.0,61.0,2004.0,1539.0,60.0,451.0,576.0,216.0,193.0,206.0,106.0,0,
117.0,65.0,119.0,397.0,207.0,167.0,265.0,232.0,51.0,2056.0,1392.0,63.0,432.0,543.0,225.0,195.0,183.0,98.0,0,
99.0,81.0,115.0,431.0,147.0,200.0,295.0,245.0,52.0,2204.0,1412.0,63.0,484.0,507.0,197.0,194.0,187.0,103.0,0,
99.0,94.0,102.0,447.0,122.0,186.0,274.0,236.0,58.0,2328.0,1487.0,66.0,482.0,566.0,228.0,194.0,200.0,96.0,0,
100.0,85.0,120.0,447.0,223.0,174.0,336.0,231.0,53.0,2313.0,1503.0,48.0,502.0,550.0,196.0,196.0,200.0,88.0,0,
87.0,88.0,110.0,420.0,237.0,153.0,336.0,244.0,64.0,2163.0,1441.0,63.0,465.0,521.0,202.0,189.0,202.0,90.0,0,
95.0,84.0,122.0,449.0,237.0,153.0,325.0,244.0,68.0,2163.0,1384.0,47.0,512.0,546.0,211.0,181.0,202.0,88.0,0,
105.0,74.0,110.0,445.0,192.0,206.0,323.0,231.0,39.0,2242.0,1384.0,37.0,491.0,567.0,230.0,199.0,191.0,93.0,0,
93.0,66.0,105.0,433.0,169.0,155.0,281.0,251.0,48.0,2108.0,1501.0,40.0,455.0,562.0,206.0,207.0,208.0,102.0,0,
102.0,80.0,97.0,401.0,194.0,181.0,307.0,220.0,62.0,1955.0,1436.0,57.0,447.0,558.0,209.0,192.0,151.0,84.0,0,
99.0,81.0,107.0,448.0,184.0,212.0,291.0,239.0,62.0,1955.0,1434.0,62.0,474.0,566.0,204.0,182.0,183.0,108.0,0,
90.0,77.0,110.0,412.0,158.0,152.0,252.0,203.0,49.0,1898.0,1516.0,45.0,437.0,537.0,204.0,178.0,188.0,89.0,0,
88.0,69.0,98.0,422.0,251.0,152.0,300.0,266.0,63.0,2289.0,1362.0,51.0,439.0,492.0,205.0,172.0,182.0,100.0,0,
102.0,82.0,115.0,438.0,130.0,128.0,297.0,223.0,38.0,2158.0,1499.0,52.0,475.0,557.0,225.0,196.0,215.0,79.0,0,
99.0,87.0,95.0,427.0,130.0,128.0,336.0,252.0,58.0,2087.0,1467.0,40.0,446.0,556.0,229.0,199.0,193.0,111.0,0,
101.0,70.0,99.0,417.0,216.0,159.0,273.0,202.0,79.0,1993.0,1467.0,55.0,457.0,576.0,229.0,179.0,194.0,101.0,0,
107.0,89.0,104.0,440.0,224.0,152.0,325.0,246.0,49.0,2193.0,1430.0,49.0,455.0,576.0,195.0,173.0,180.0,101.0,0,
90.0,82.0,116.0,457.0,164.0,189.0,299.0,257.0,39.0,2231.0,1476.0,52.0,463.0,575.0,219.0,185.0,190.0,107.0,0,
102.0,93.0,110.0,452.0,218.0,190.0,303.0,272.0,51.0,2231.0,1507.0,37.0,463.0,565.0,205.0,185.0,209.0,107.0,0,
104.0,82.0,101.0,455.0,225.0,164.0,342.0,264.0,47.0,2297.0,1609.0,37.0,489.0,598.0,214.0,199.0,206.0,93.0,0,
104.0,88.0,124.0,438.0,181.0,115.0,305.0,253.0,70.0,2387.0,1529.0,58.0,492.0,566.0,220.0,198.0,177.0,96.0,0,
92.0,87.0,124.0,450.0,181.0,190.0,320.0,258.0,51.0,2353.0,1551.0,62.0,500.0,594.0,206.0,212.0,209.0,104.0,0,
116.0,84.0,110.0,427.0,212.0,150.0,309.0,255.0,53.0,2264.0,1485.0,54.0,488.0,558.0,231.0,194.0,186.0,87.0,0,
83.0,87.0,103.0,419.0,196.0,165.0,287.0,230.0,50.0,2396.0,1407.0,40.0,497.0,519.0,200.0,210.0,187.0,100.0,0,
104.0,94.0,112.0,437.0,180.0,130.0,259.0,230.0,53.0,2284.0,1435.0,74.0,468.0,549.0,228.0,197.0,192.0,88.0,0,
92.0,83.0,124.0,384.0,253.0,245.0,308.0,253.0,73.0,2388.0,1306.0,45.0,504.0,482.0,209.0,187.0,172.0,91.0,0,
110.0,92.0,113.0,465.0,186.0,121.0,282.0,280.0,42.0,2447.0,1306.0,62.0,522.0,482.0,228.0,187.0,210.0,94.0,0,
104.0,98.0,110.0,473.0,207.0,121.0,323.0,272.0,61.0,2447.0,1532.0,44.0,529.0,577.0,231.0,198.0,192.0,90.0,0,
89.0,98.0,118.0,442.0,252.0,151.0,238.0,268.0,36.0,2469.0,1494.0,50.0,527.0,586.0,222.0,208.0,206.0,112.0,0,
111.0,90.0,103.0,440.0,203.0,180.0,325.0,250.0,60.0,2364.0,1516.0,50.0,499.0,568.0,228.0,209.0,200.0,80.0,0,
102.0,86.0,130.0,441.0,213.0,176.0,297.0,240.0,59.0,2264.0,1424.0,45.0,471.0,535.0,191.0,199.0,215.0,109.0,0,
108.0,96.0,115.0,441.0,227.0,192.0,288.0,237.0,60.0,2258.0,1456.0,51.0,475.0,524.0,210.0,200.0,193.0,92.0,0,
92.0,80.0,128.0,460.0,252.0,216.0,332.0,266.0,62.0,2222.0,1575.0,65.0,494.0,589.0,219.0,192.0,197.0,92.0,0,
102.0,80.0,111.0,401.0,125.0,103.0,269.0,227.0,49.0,1962.0,1544.0,47.0,448.0,604.0,228.0,192.0,178.0,82.0,0,
111.0,60.0,111.0,430.0,125.0,227.0,269.0,256.0,50.0,2209.0,1502.0,61.0,449.0,522.0,210.0,183.0,198.0,85.0,0,
94.0,79.0,106.0,456.0,163.0,179.0,287.0,228.0,42.0,2178.0,1485.0,47.0,502.0,595.0,216.0,201.0,191.0,88.0,0,
117.0,72.0,107.0,411.0,206.0,201.0,287.0,241.0,60.0,2165.0,1411.0,41.0,484.0,540.0,207.0,194.0,180.0,100.0,0,
108.0,69.0,123.0,411.0,250.0,177.0,348.0,244.0,68.0,2282.0,1411.0,61.0,500.0,580.0,242.0,208.0,180.0,111.0,0,
103.0,89.0,108.0,409.0,240.0,195.0,241.0,244.0,50.0,2299.0,1321.0,62.0,485.0,524.0,217.0,189.0,182.0,84.0,0,
94.0,87.0,112.0,429.0,186.0,151.0,326.0,239.0,58.0,2108.0,1520.0,54.0,443.0,571.0,201.0,191.0,177.0,113.0,0,
107.0,74.0,99.0,428.0,150.0,153.0,315.0,247.0,53.0,2193.0,1528.0,52.0,486.0,569.0,205.0,200.0,195.0,90.0,0,
87.0,90.0,115.0,404.0,162.0,153.0,273.0,252.0,59.0,2150.0,1421.0,54.0,477.0,498.0,208.0,189.0,195.0,101.0,0,
114.0,87.0,123.0,446.0,162.0,206.0,302.0,252.0,46.0,2150.0,1431.0,72.0,477.0,557.0,208.0,188.0,200.0,95.0,0,
89.0,67.0,109.0,393.0,221.0,129.0,299.0,221.0,66.0,1973.0,1324.0,60.0,411.0,500.0,182.0,173.0,162.0,90.0,0,
105.0,78.0,124.0,441.0,145.0,164.0,259.0,247.0,58.0,2226.0,1366.0,51.0,462.0,548.0,230.0,203.0,205.0,81.0,0,
88.0,94.0,106.0,423.0,237.0,169.0,259.0,236.0,59.0,2182.0,1448.0,41.0,458.0,528.0,211.0,196.0,187.0,81.0,0,
98.0,81.0,122.0,417.0,120.0,177.0,240.0,251.0,44.0,2356.0,1313.0,58.0,483.0,528.0,211.0,186.0,183.0,75.0,0,
98.0,79.0,108.0,414.0,211.0,183.0,302.0,237.0,52.0,2344.0,1395.0,67.0,493.0,537.0,222.0,205.0,169.0,77.0,0,
98.0,85.0,105.0,410.0,211.0,125.0,300.0,274.0,52.0,2203.0,1394.0,50.0,440.0,562.0,220.0,179.0,170.0,105.0,0,
93.0,85.0,106.0,412.0,243.0,168.0,276.0,224.0,49.0,2232.0,1306.0,61.0,478.0,479.0,200.0,194.0,185.0,81.0,0,
87.0,79.0,104.0,417.0,228.0,200.0,301.0,261.0,61.0,1981.0,1398.0,61.0,428.0,519.0,213.0,189.0,196.0,100.0,0,
83.0,68.0,104.0,365.0,184.0,122.0,274.0,187.0,56.0,1958.0,1308.0,59.0,437.0,479.0,179.0,183.0,170.0,76.0,0,
77.0,68.0,118.0,407.0,230.0,175.0,259.0,222.0,61.0,2221.0,1319.0,36.0,469.0,496.0,185.0,193.0,191.0,79.0,0,
88.0,88.0,113.0,387.0,215.0,170.0,257.0,221.0,56.0,2066.0,1352.0,45.0,445.0,513.0,208.0,189.0,168.0,93.0,0,
88.0,89.0,113.0,401.0,172.0,110.0,278.0,215.0,53.0,2082.0,1383.0,45.0,445.0,498.0,186.0,195.0,184.0,78.0,0,
91.0,73.0,101.0,375.0,164.0,110.0,284.0,231.0,48.0,2149.0,1253.0,31.0,449.0,512.0,201.0,179.0,181.0,77.0,0,
75.0,66.0,76.0,373.0,186.0,192.0,275.0,186.0,44.0,1606.0,1277.0,48.0,343.0,505.0,178.0,164.0,166.0,74.0,0,
93.0,82.0,88.0,401.0,231.0,147.0,292.0,231.0,54.0,1888.0,1384.0,45.0,385.0,520.0,196.0,179.0,175.0,101.0,0,
98.0,70.0,88.0,401.0,172.0,150.0,293.0,183.0,49.0,1807.0,1399.0,43.0,397.0,523.0,206.0,178.0,175.0,80.0,0,
94.0,79.0,86.0,401.0,172.0,154.0,279.0,182.0,65.0,1798.0,1335.0,51.0,391.0,496.0,195.0,169.0,166.0,103.0,0,
111.0,64.0,95.0,401.0,235.0,167.0,279.0,195.0,57.0,1935.0,1274.0,51.0,416.0,485.0,201.0,182.0,187.0,76.0,0,
84.0,46.0,113.0,351.0,166.0,181.0,256.0,216.0,33.0,1816.0,1274.0,66.0,397.0,467.0,175.0,175.0,176.0,90.0,0,
77.0,83.0,98.0,362.0,187.0,106.0,238.0,222.0,59.0,1873.0,1200.0,52.0,401.0,459.0,190.0,170.0,146.0,84.0,0,
95.0,66.0,106.0,330.0,175.0,167.0,227.0,190.0,58.0,1758.0,1126.0,66.0,386.0,414.0,171.0,170.0,160.0,95.0,0,
81.0,87.0,88.0,330.0,214.0,115.0,263.0,232.0,48.0,1758.0,1253.0,44.0,386.0,457.0,194.0,161.0,171.0,91.0,0,
82.0,73.0,109.0,378.0,113.0,83.0,220.0,208.0,48.0,1774.0,1234.0,47.0,405.0,459.0,193.0,161.0,176.0,63.0,0,
100.0,64.0,107.0,362.0,99.0,83.0,264.0,209.0,35.0,1819.0,1241.0,51.0,385.0,466.0,193.0,160.0,175.0,72.0,0,
92.0,64.0,97.0,354.0,159.0,89.0,206.0,200.0,65.0,1885.0,1068.0,58.0,411.0,437.0,165.0,160.0,154.0,78.0,0,
83.0,65.0,86.0,322.0,129.0,157.0,243.0,203.0,52.0,1688.0,1112.0,66.0,359.0,434.0,167.0,155.0,141.0,81.0,0,
103.0,77.0,98.0,349.0,212.0,136.0,266.0,173.0,50.0,1713.0,1138.0,47.0,378.0,422.0,169.0,153.0,161.0,81.0,0,
103.0,82.0,102.0,332.0,151.0,165.0,208.0,195.0,29.0,1627.0,986.0,49.0,352.0,390.0,151.0,149.0,153.0,81.0,0,
64.0,60.0,82.0,288.0,90.0,181.0,219.0,166.0,46.0,1552.0,886.0,41.0,306.0,346.0,150.0,128.0,123.0,82.0,0,
89.0,69.0,87.0,299.0,123.0,106.0,191.0,168.0,45.0,1720.0,898.0,65.0,366.0,367.0,169.0,149.0,147.0,58.0,0,
77.0,57.0,81.0,293.0,123.0,64.0,235.0,182.0,63.0,1561.0,898.0,51.0,333.0,402.0,162.0,149.0,131.0,84.0,0,
80.0,63.0,79.0,332.0,119.0,157.0,211.0,171.0,41.0,1543.0,1023.0,48.0,347.0,391.0,162.0,142.0,154.0,81.0,0,
79.0,78.0,90.0,268.0,70.0,152.0,190.0,164.0,50.0,1417.0,841.0,37.0,284.0,304.0,150.0,130.0,124.0,58.0,0,
77.0,62.0,98.0,287.0,142.0,64.0,186.0,187.0,51.0,1609.0,864.0,55.0,336.0,352.0,161.0,139.0,116.0,62.0,0,
71.0,70.0,85.0,304.0,124.0,159.0,200.0,185.0,36.0,1632.0,873.0,56.0,336.0,353.0,143.0,150.0,150.0,69.0,0,
76.0,60.0,85.0,279.0,99.0,107.0,141.0,173.0,37.0,1428.0,863.0,44.0,293.0,366.0,138.0,118.0,141.0,81.0,0,
79.0,66.0,80.0,274.0,166.0,103.0,186.0,146.0,45.0,1433.0,809.0,68.0,305.0,299.0,142.0,124.0,136.0,62.0,0,
71.0,51.0,63.0,268.0,154.0,118.0,190.0,170.0,49.0,1391.0,866.0,43.0,264.0,322.0,131.0,110.0,125.0,80.0,0,
92.0,57.0,73.0,257.0,130.0,72.0,163.0,114.0,62.0,1264.0,766.0,47.0,286.0,309.0,133.0,123.0,129.0,65.0,0,
57.0,64.0,94.0,270.0,128.0,145.0,211.0,193.0,56.0,1492.0,766.0,41.0,303.0,329.0,133.0,122.0,138.0,83.0,0,
77.0,56.0,69.0,229.0,68.0,54.0,147.0,149.0,40.0,1275.0,614.0,41.0,266.0,260.0,116.0,122.0,106.0,47.0,0,
79.0,60.0,86.0,241.0,111.0,54.0,153.0,165.0,56.0,1417.0,616.0,54.0,283.0,228.0,116.0,112.0,112.0,67.0,0,
74.0,59.0,73.0,213.0,96.0,88.0,106.0,184.0,54.0,1493.0,539.0,29.0,291.0,235.0,125.0,124.0,102.0,57.0,0,
51.0,61.0,83.0,188.0,112.0,114.0,125.0,132.0,43.0,1239.0,366.0,33.0,279.0,156.0,109.0,113.0,92.0,77.0,0,
67.0,58.0,74.0,188.0,74.0,105.0,126.0,162.0,49.0,1256.0,408.0,51.0,215.0,202.0,99.0,92.0,94.0,66.0,0,
53.0,59.0,88.0,191.0,116.0,83.0,120.0,123.0,44.0,1098.0,406.0,60.0,252.0,189.0,115.0,107.0,94.0,65.0,0,
40.0,69.0,55.0,186.0,45.0,57.0,120.0,154.0,42.0,1137.0,441.0,52.0,227.0,187.0,103.0,91.0,101.0,69.0,0,
71.0,63.0,73.0,147.0,73.0,74.0,122.0,113.0,44.0,956.0,324.0,46.0,201.0,143.0,102.0,91.0,79.0,63.0,0,
63.0,50.0,80.0,192.0,117.0,134.0,109.0,151.0,35.0,1169.0,417.0,56.0,225.0,185.0,95.0,117.0,99.0,67.0,0,
62.0,59.0,60.0,152.0,55.0,47.0,111.0,100.0,61.0,875.0,393.0,42.0,201.0,163.0,100.0,86.0,83.0,57.0,0,
71.0,59.0,59.0,147.0,103.0,81.0,110.0,124.0,32.0,796.0,300.0,41.0,184.0,166.0,85.0,74.0,81.0,59.0,0,
38.0,60.0,62.0,104.0,28.0,50.0,62.0,125.0,32.0,797.0,209.0,58.0,173.0,126.0,86.0,90.0,79.0,43.0,0,
54.0,58.0,56.0,117.0,60.0,81.0,75.0,94.0,64.0,677.0,172.0,48.0,166.0,118.0,76.0,56.0,56.0,47.0,0,
50.0,49.0,53.0,114.0,62.0,70.0,60.0,89.0,52.0,704.0,95.0,37.0,151.0,90.0,79.0,88.0,65.0,47.0,0,
57.0,46.0,64.0,112.0,37.0,54.0,68.0,77.0,38.0,541.0,124.0,39.0,126.0,82.0,62.0,59.0,50.0,49.0,0,
54.0,46.0,55.0,69.0,46.0,52.0,83.0,69.0,53.0,366.0,139.0,50.0,80.0,77.0,59.0,54.0,64.0,54.0,0,
54.0,43.0,51.0,87.0,52.0,91.0,89.0,79.0,49.0,346.0,146.0,55.0,72.0,77.0,59.0,64.0,52.0,47.0,0,
54.0,52.0,44.0,59.0,29.0,36.0,61.0,51.0,51.0,221.0,37.0,58.0,60.0,47.0,51.0,62.0,47.0,54.0,0,
41.0,49.0,24.0,63.0,31.0,50.0,47.0,38.0,55.0,64.0,43.0,46.0,20.0,47.0,53.0,50.0,49.0,32.0,0,
55.0,22.0,50.0,63.0,39.0,42.0,53.0,38.0,57.0,65.0,38.0,38.0,35.0,44.0,47.0,58.0,41.0,48.0,0,
60.0,39.0,47.0,53.0,41.0,56.0,46.0,31.0,35.0,79.0,31.0,49.0,34.0,48.0,18.0,29.0,33.0,38.0,0,
44.0,60.0,53.0,68.0,51.0,46.0,44.0,53.0,35.0,213.0,23.0,53.0,68.0,65.0,33.0,65.0,39.0,45.0,0,
44.0,36.0,45.0,58.0,68.0,43.0,69.0,68.0,42.0,345.0,92.0,60.0,66.0,55.0,73.0,41.0,55.0,47.0,0,
56.0,42.0,47.0,71.0,43.0,50.0,47.0,42.0,37.0,267.0,144.0,38.0,81.0,102.0,52.0,56.0,71.0,53.0,0,
54.0,40.0,60.0,105.0,62.0,48.0,65.0,87.0,56.0,561.0,139.0,45.0,136.0,92.0,47.0,87.0,70.0,45.0,0,
58.0,39.0,59.0,104.0,66.0,75.0,51.0,80.0,51.0,467.0,127.0,57.0,106.0,76.0,61.0,62.0,67.0,53.0,0,
